9.417739207061351925e-01,9.453219771109160341e-01,9.474902151087573055e-01,9.487877688698743706e-01,9.583219031133466403e-01,9.561379519915165215e-01,9.685338032765652416e-01
9.479838558138599103e-01,9.509604693219979588e-01,9.644649917052462440e-01,9.671687506488413355e-01,9.661096485386534427e-01,9.717054396283459905e-01,9.621342682353750675e-01
9.181247595423760455e-01,9.267735144524928970e-01,9.262772262586244088e-01,9.296979820886790424e-01,9.357075822061806658e-01,9.312605291732566348e-01,9.331775662202078658e-01
9.136130535419799692e-01,9.135129045847586449e-01,9.149844921764493932e-01,9.145848919782670894e-01,9.295786020461833665e-01,9.429400997987874566e-01,9.362518838385418540e-01
9.390823469073315000e-01,9.390842107630638091e-01,9.429772355036796228e-01,9.487020203305529531e-01,9.511253683873791553e-01,9.465294304415252657e-01,9.573821037461003325e-01
9.133890583099644189e-01,9.205694734038883942e-01,9.192094170171499767e-01,9.208558107373954194e-01,9.167902302799624259e-01,9.299218456178974801e-01,9.304709312899167584e-01
9.114917435387686062e-01,9.196377552573454794e-01,9.132626699674073478e-01,9.237734483479453917e-01,9.273707405784251678e-01,9.369689195380636049e-01,9.324990308840674924e-01
9.350180223624265929e-01,9.389267487991207473e-01,9.479269649164389078e-01,9.538872755378351442e-01,9.577541317392344045e-01,9.429119218108348299e-01,9.586406533838017774e-01
9.279456147955624790e-01,9.471206643298655248e-01,9.497833293078373762e-01,9.563062644876695328e-01,9.356498784997782092e-01,8.990345239752057793e-01,9.054829041779195453e-01
9.226143952083453170e-01,9.420263032039817297e-01,9.445611114543650544e-01,9.540211706984893514e-01,9.350411494539114798e-01,9.400457814893816710e-01,9.414947433004213773e-01
9.324912623200289907e-01,9.474084229213209918e-01,9.456995226495348295e-01,9.422624918742159572e-01,9.478837393132506506e-01,9.442170939191590895e-01,9.420880418082029362e-01
8.965306232672932696e-01,8.989565812149706847e-01,9.002182280401718195e-01,8.894692089413714919e-01,9.030137062040385354e-01,9.092717711709321637e-01,9.107850215784097925e-01
9.324987185185531491e-01,9.266240582071276766e-01,9.439723365397892918e-01,9.314910995861624965e-01,9.400132530992229007e-01,9.426452471096058439e-01,9.469622417662252323e-01
9.425264023983018769e-01,9.649456906189561867e-01,9.718551106426324138e-01,9.789620319619469768e-01,9.842212097786861014e-01,9.883458740453457958e-01,9.904026230433355948e-01
9.285012735888749091e-01,9.292924965238190671e-01,9.278400800462613951e-01,9.449299781122214581e-01,9.371789324252822739e-01,9.480226949632308830e-01,9.318048050377613079e-01
9.077343493409197883e-01,9.111509023818779029e-01,9.150279774692453572e-01,9.196832885327034246e-01,9.140929791846601482e-01,9.304308832057845979e-01,9.284230256149941241e-01
9.264342014091201394e-01,9.234198090642942169e-01,9.310149324697656326e-01,9.424597729018597825e-01,9.387350320952672078e-01,9.291068972729703557e-01,9.378762046127459007e-01
9.286809758239145118e-01,9.347416224477957947e-01,9.338885112073629369e-01,9.310557063071472905e-01,9.376885025119640060e-01,9.422039272012378008e-01,9.380462249499047500e-01
9.264179351260645179e-01,9.509956385789417599e-01,9.632117656074339340e-01,9.707141336546978305e-01,9.750163178159795274e-01,9.800952416477463069e-01,9.826176190138486977e-01
9.215916081861448284e-01,9.328244533304423936e-01,9.248853927618232440e-01,9.241730231582743205e-01,9.348196472699826787e-01,9.180349832093762652e-01,9.417241674297827103e-01
9.237624157320417639e-01,9.260424483587323952e-01,9.300783128213410134e-01,9.440793090047062686e-01,9.339086932451755585e-01,9.433352351667855240e-01,9.336263872725647506e-01
9.301742796808684099e-01,9.297899579132846704e-01,9.390234241557102735e-01,9.211921191569995004e-01,9.026872335295867966e-01,9.159761358752143146e-01,8.982913115179744779e-01
9.214645529061231688e-01,9.373092443399715368e-01,9.510904224385208217e-01,9.602150893565061240e-01,9.660467665780548829e-01,9.726158753595482986e-01,9.791854930369167098e-01
9.462282923719218530e-01,9.607142999300131159e-01,9.640914905849805594e-01,9.660933446523137791e-01,9.649991145842864437e-01,9.671183258718906162e-01,9.621695655249030699e-01
9.103801406426950127e-01,9.415442973772741864e-01,9.555951434156583213e-01,9.684171507820836799e-01,9.734121057195838089e-01,9.775856542660010806e-01,9.804261633528300601e-01
8.914224839870019679e-01,9.245464954948348080e-01,9.406199450626052672e-01,9.545736200635688284e-01,9.718979720438236658e-01,9.768611957992862083e-01,9.791217321920371308e-01
9.036823640884631414e-01,9.346962794347745129e-01,8.926695948549885351e-01,9.367666418515914195e-01,9.231734196741226972e-01,9.410969477145572082e-01,9.047345072081148798e-01
9.353084666649851275e-01,9.526395303705248452e-01,9.295436217408774571e-01,9.470125115409127048e-01,9.192266085003679699e-01,9.109368280375120808e-01,9.251650155192348013e-01
9.366243218511137725e-01,9.371990668148466597e-01,9.654612673445146509e-01,9.347807582063311083e-01,9.461148932444338744e-01,9.577364907032688279e-01,9.585717414171708306e-01
9.099646530030649494e-01,9.161621953342129476e-01,9.167592075119030959e-01,9.232003295137783949e-01,9.314445597905056662e-01,9.196743584294029272e-01,9.364170839088279408e-01
8.987002841608588977e-01,9.367797973553441127e-01,9.558198654276898187e-01,9.697348516733905743e-01,9.775031852500710716e-01,9.838188492628670012e-01,9.870697873842257941e-01
