9.425449916095576253e-01,9.623915136091043543e-01,9.673701741085852790e-01,9.770171666493090434e-01,9.846222208058589276e-01,9.867436127703610449e-01,9.879830650680474502e-01
9.485390182667848835e-01,9.724737779272345506e-01,9.772657332067148372e-01,9.788611676994287691e-01,9.806004850865400746e-01,9.832623872820667188e-01,9.889548499866708253e-01
9.185351867761518685e-01,9.437219424625368225e-01,9.539312544888107759e-01,9.623148695365235650e-01,9.728312899859976604e-01,9.787160125250191633e-01,9.847787313537783582e-01
9.137176356703381463e-01,9.566337163436038349e-01,9.719239939027920494e-01,9.760628196197015383e-01,9.827867953272410029e-01,9.865577892964423334e-01,9.881803446295776006e-01
9.395179874312753476e-01,9.502262929327969232e-01,9.643125670783526671e-01,9.719621305776654507e-01,9.751524415457252237e-01,9.823693568471864035e-01,9.831382625039382095e-01
9.141377390710161421e-01,9.403057270732720907e-01,9.570549939093127012e-01,9.671429582746255971e-01,9.766632356063917886e-01,9.813847345361855767e-01,9.832896449153950558e-01
9.126263128443242723e-01,9.412696198176006002e-01,9.558410930544910533e-01,9.666251233602345394e-01,9.761113592884104184e-01,9.842870859012237128e-01,9.866587706831864146e-01
9.359826030436473321e-01,9.609516240967451717e-01,9.679234700179948359e-01,9.769439522157122857e-01,9.820251001987643225e-01,9.838549304529844441e-01,9.843766599525270999e-01
9.288326863998611627e-01,9.630534551088991702e-01,9.765201200623319089e-01,9.843119446309612774e-01,9.926196155469076965e-01,9.943735011791534628e-01,9.952566218044855972e-01
9.290471893617133770e-01,9.531916214650347774e-01,9.638036135086028855e-01,9.721275089564392902e-01,9.784380231989705523e-01,9.837525603269073882e-01,9.871049349854814636e-01
9.348765481727925319e-01,9.540745811132432808e-01,9.632137696549739614e-01,9.657724950967496724e-01,9.706088341510261674e-01,9.769544369046309074e-01,9.825750758251728945e-01
8.987552969847919515e-01,9.328618460690799585e-01,9.577877418465249315e-01,9.654219850708880557e-01,9.722548146380777245e-01,9.764120239109624899e-01,9.803213149425770156e-01
9.330734870662238389e-01,9.556205200328253824e-01,9.635149009137934373e-01,9.685445088213278098e-01,9.757246851538993182e-01,9.815645855267988162e-01,9.869892280928430628e-01
9.427336194217394993e-01,9.653976705212542475e-01,9.744601051117169899e-01,9.798378986873667040e-01,9.851063627374465614e-01,9.892400662427656144e-01,9.913593796418327386e-01
9.296239057464581457e-01,9.524602749090788079e-01,9.628266222184419521e-01,9.743835492967679590e-01,9.789314582308050738e-01,9.847510654098609040e-01,9.884667295430276113e-01
9.087483716048986304e-01,9.312164028777890623e-01,9.483469845397353160e-01,9.599572070030238935e-01,9.730427620127567456e-01,9.865035721472192876e-01,9.919074988045916141e-01
9.270271332267394637e-01,9.482784560443781041e-01,9.551743271313964945e-01,9.626839512510751984e-01,9.657863703593146942e-01,9.712562728134040979e-01,9.745118453444703288e-01
9.294739120259047915e-01,9.490708450820009023e-01,9.585152597374637651e-01,9.634090030877029420e-01,9.662690851376641854e-01,9.690162830305032449e-01,9.708321492769304006e-01
