1, 47
1, 38
1, 46
1, 55
1, 52
1, 49
1, 44
1, 42
1, 44
1, 55
1, 48
1, 51
1, 49
1, 48
1, 36
1, 47
1, 43
1, 57
1, 45
1, 41
1, 55
1, 33
1, 47
1, 42
1, 57
1, 41
1, 45
1, 48
1, 46
1, 42
1, 39
1, 43
1, 43
1, 49
1, 48
1, 53
1, 44
1, 46
1, 51
1, 41
1, 41
1, 47
1, 37
1, 43
1, 58
1, 50
1, 57
1, 41
1, 45
1, 48
1, 37
1, 53
1, 38
1, 49
1, 53
1, 39
1, 45
1, 38
1, 50
1, 45
1, 39
1, 44
1, 37
1, 46
1, 37
1, 37
1, 35
1, 53
1, 50
1, 43
1, 50
1, 40
1, 34
1, 39
1, 46
1, 45
1, 35
1, 50
1, 40
1, 45
1, 41
1, 64
1, 40
1, 49
1, 47
1, 33
1, 48
1, 37
1, 56
1, 39
1, 46
1, 41
1, 36
1, 41
1, 42
1, 41
1, 43
1, 36
1, 46
1, 46
2, 219
3, 415
4, 398
5, 718
6, 1074
7, 1108
2, 255
3, 354
4, 524
5, 722
6, 1366
7, 1351
2, 240
3, 326
4, 499
5, 764
6, 872
7, 1172
2, 237
3, 321
4, 350
5, 689
6, 799
7, 1328
2, 223
3, 304
4, 483
5, 742
6, 1394
7, 1347
2, 199
3, 420
4, 406
5, 941
6, 793
7, 852
2, 261
3, 339
4, 378
5, 450
6, 1236
7, 1309
2, 239
3, 277
4, 553
5, 642
6, 1254
7, 1346
2, 246
3, 391
4, 614
5, 859
6, 808
7, 1349
2, 217
3, 224
4, 400
5, 617
6, 899
7, 1353
2, 226
3, 371
4, 743
5, 888
6, 1302
7, 1341
2, 207
3, 228
4, 370
5, 668
6, 803
7, 1333
2, 230
3, 393
4, 601
5, 837
6, 715
7, 1350
2, 203
3, 317
4, 420
5, 739
6, 693
7, 1289
2, 260
3, 341
4, 352
5, 589
6, 1093
7, 1332
2, 211
3, 390
4, 462
5, 651
6, 1367
7, 829
2, 256
3, 320
4, 508
5, 876
6, 932
7, 1350
2, 219
3, 309
4, 415
5, 781
6, 776
7, 1188
2, 251
3, 398
4, 397
5, 666
6, 778
7, 926
2, 243
3, 371
4, 419
5, 913
6, 824
7, 959
2, 257
3, 370
4, 542
5, 538
6, 1174
7, 1032
2, 217
3, 275
4, 445
5, 580
6, 1188
7, 836
2, 250
3, 349
4, 412
5, 637
6, 932
7, 1341
2, 204
3, 312
4, 447
5, 630
6, 967
7, 1237
2, 182
3, 323
4, 432
5, 709
6, 1082
7, 1138
2, 214
3, 340
4, 399
5, 599
6, 1000
7, 1205
2, 221
3, 360
4, 443
5, 671
6, 1378
7, 1118
2, 238
3, 421
4, 549
5, 739
6, 1357
7, 1331
2, 322
3, 364
4, 537
5, 693
6, 1366
7, 1329
2, 226
3, 303
4, 459
5, 615
6, 1088
7, 1331
2, 245
3, 297
4, 433
5, 973
6, 1031
7, 750
2, 234
3, 329
4, 503
5, 658
6, 871
7, 1344
2, 230
3, 359
4, 371
5, 799
6, 746
7, 957
2, 210
3, 356
4, 805
5, 837
6, 909
7, 1076
2, 227
3, 471
4, 417
5, 552
6, 886
7, 972
2, 262
3, 351
4, 736
5, 763
6, 1000
7, 1144
2, 218
3, 342
4, 354
5, 756
6, 911
7, 935
2, 228
3, 438
4, 664
5, 621
6, 1352
7, 1338
2, 249
3, 331
4, 514
5, 1194
6, 1363
7, 1033
2, 234
3, 317
4, 559
5, 1259
6, 777
7, 1341
2, 217
3, 421
4, 1018
5, 812
6, 856
7, 1318
2, 257
3, 321
4, 465
5, 502
6, 381
7, 1349
2, 248
3, 350
4, 608
5, 749
6, 1352
7, 1339
2, 230
3, 397
4, 547
5, 747
6, 1099
7, 1324
2, 204
3, 325
4, 408
5, 558
6, 879
7, 711
2, 251
3, 243
4, 628
5, 1147
6, 925
7, 1322
2, 205
3, 277
4, 344
5, 553
6, 1184
7, 944
2, 208
3, 285
4, 403
5, 480
6, 968
7, 1365
2, 204
3, 360
4, 536
5, 885
6, 953
7, 1096
2, 240
3, 350
4, 465
5, 671
6, 1154
7, 1321
2, 196
3, 349
4, 653
5, 649
6, 791
7, 1227
2, 206
3, 454
4, 725
5, 994
6, 1373
7, 1352
2, 219
3, 324
4, 546
5, 1111
6, 760
7, 1073
2, 256
3, 271
4, 320
5, 807
6, 704
7, 1048
2, 219
3, 294
4, 496
5, 622
6, 1058
7, 1339
2, 231
3, 371
4, 560
5, 561
6, 961
7, 1332
2, 289
3, 294
4, 291
5, 998
6, 1042
7, 997
2, 207
3, 430
4, 650
5, 473
6, 1201
7, 1297
2, 214
3, 325
4, 578
5, 632
6, 638
7, 1178
2, 230
3, 343
4, 355
5, 730
6, 822
7, 1238
2, 292
3, 362
4, 599
5, 825
6, 1363
7, 1340
2, 202
3, 275
4, 352
5, 976
6, 1341
7, 1295
2, 217
3, 281
4, 645
5, 947
6, 937
7, 1347
2, 250
3, 352
4, 491
5, 842
6, 642
7, 795
2, 218
3, 379
4, 364
5, 591
6, 1076
7, 1334
2, 218
3, 384
4, 434
5, 677
6, 667
7, 1339
2, 215
3, 376
4, 503
5, 903
6, 1355
7, 1311
2, 247
3, 334
4, 525
5, 668
6, 1227
7, 1368
2, 229
3, 282
4, 482
5, 667
6, 851
7, 1238
2, 247
3, 352
4, 419
5, 596
6, 501
7, 1168
2, 222
3, 271
4, 437
5, 596
6, 650
7, 1342
2, 223
3, 348
4, 333
5, 471
6, 751
7, 1148
2, 235
3, 296
4, 497
5, 508
6, 828
7, 1051
2, 182
3, 380
4, 484
5, 596
6, 917
7, 1207
2, 214
3, 260
4, 294
5, 463
6, 600
7, 1362
2, 204
3, 617
4, 554
5, 823
6, 701
7, 1255
2, 226
3, 385
4, 551
5, 1206
6, 1151
7, 1360
2, 248
3, 320
4, 549
5, 524
6, 1219
7, 1265
2, 223
3, 257
4, 389
5, 549
6, 1359
7, 1335
2, 233
3, 298
4, 505
5, 738
6, 869
7, 882
2, 219
3, 276
4, 423
5, 616
6, 1206
7, 886
2, 205
3, 267
4, 501
5, 646
6, 775
7, 1321
2, 226
3, 360
4, 409
5, 1417
6, 975
7, 1324
2, 242
3, 310
4, 720
5, 466
6, 1203
7, 1110
2, 257
3, 334
4, 353
5, 880
6, 1393
7, 1325
2, 212
3, 273
4, 613
5, 754
6, 862
7, 1100
2, 227
3, 405
4, 384
5, 500
6, 1274
7, 618
2, 251
3, 502
4, 615
5, 808
6, 1172
7, 1331
2, 213
3, 294
4, 586
5, 1084
6, 1108
7, 1187
2, 228
3, 333
4, 464
5, 896
6, 1353
7, 1020
2, 223
3, 278
4, 410
5, 746
6, 1110
7, 979
2, 243
3, 406
4, 382
5, 528
6, 876
7, 1000
2, 245
3, 323
4, 496
5, 1383
6, 1049
7, 1332
2, 258
3, 371
4, 464
5, 710
6, 1251
7, 892
2, 199
3, 331
4, 468
5, 799
6, 777
7, 1351
2, 215
3, 341
4, 576
5, 784
6, 1085
7, 1122
2, 199
3, 259
4, 458
5, 582
6, 1140
7, 1352
2, 225
3, 345
4, 428
5, 615
6, 1357
7, 677
2, 257
3, 369
4, 417
5, 605
6, 859
7, 1341
2, 244
3, 394
4, 824
5, 654
6, 649
7, 1341
