2.504354899826440883e-01,2.942424217951287724e-01,1.113417968415354731e-01,3.417353075397165374e-01,1.438344321660147973e-01,9.255308128212656749e-02,3.352508332130303415e-01,1.771648598117346041e-01,1.178393473284786025e-01,9.109441036612828113e-02,3.209370471759878107e-01,1.562177113934438144e-01,1.528777416757249596e-01,1.172676906428353205e-01,9.071719493864553729e-02,3.537139057832278666e-01,1.644179207303959056e-01,1.580278699742037885e-01,1.375402851182807307e-01,1.032197860464185157e-01,6.941059371881813655e-02,3.934190818210433482e-01,1.985264779284625358e-01,1.384579930527445046e-01,1.446711520073472035e-01,1.212779386451228181e-01,8.852827133872860632e-02,5.990316228127155057e-02
2.478376968659780077e-01,2.915756231909991114e-01,1.018230550095180209e-01,3.106393865766778339e-01,1.270925978850192262e-01,7.127949320389675991e-02,3.608586592919209024e-01,1.545885920042358863e-01,1.051493587596552953e-01,6.509238307953477132e-02,3.328956874946253364e-01,1.728779152531114693e-01,1.013768034506626198e-01,9.724666482166834103e-02,7.822684163386331435e-02,3.477592814255947018e-01,1.738251889558638241e-01,9.403219528360283463e-02,1.102152182473512265e-01,9.337087319013977205e-02,6.668924384801407090e-02,3.330926575962834257e-01,1.674293206818074364e-01,1.271837357987979089e-01,8.995097447197114571e-02,9.695675798572737925e-02,8.330808278284206059e-02,5.910142925833067329e-02
2.467334623364059176e-01,2.907153230132132893e-01,1.029551624540841065e-01,3.186016640855671711e-01,1.311965210724435615e-01,7.677184664855637997e-02,3.422748760488931730e-01,1.546551827748245678e-01,1.070099139675981664e-01,7.428434035235034760e-02,3.520055494115453265e-01,1.720866992895822845e-01,1.168405883293122671e-01,9.774658096005837959e-02,7.287323793327760146e-02,3.381738547932639505e-01,1.723153334009167037e-01,1.348439715587588517e-01,1.140819805091103228e-01,9.548196257358829153e-02,6.623509337550233245e-02,3.384034115189595848e-01,1.714910931556877516e-01,1.462752074518378353e-01,1.184103110155892424e-01,1.094726397541445351e-01,8.392214319900877240e-02,5.691848768807303977e-02
2.857767513994352582e-01,3.289925760378961672e-01,1.386732055920685269e-01,3.328345327099744289e-01,1.465241282756181707e-01,1.086220690022604157e-01,3.588603859060746082e-01,1.570540250627661949e-01,9.780585645614887913e-02,8.503688951987237177e-02,3.760883032824330341e-01,1.721716261098787670e-01,1.063839437659830217e-01,7.848987555957678830e-02,6.466641165747080700e-02,4.154652366043701806e-01,2.022563307322366999e-01,1.268709870647986848e-01,8.600783134046530165e-02,6.263393086427788969e-02,5.210533271079322015e-02,4.694859153721628320e-01,2.731004377966081420e-01,1.816005204782989435e-01,1.127840030539948579e-01,7.778174589023943708e-02,6.040792073490240666e-02,5.266492280145879806e-02
2.643278670928768670e-01,3.238699298499496670e-01,1.224600841848819954e-01,3.612562132334119491e-01,1.641060749074718661e-01,8.032831870846254829e-02,3.968057545652317053e-01,1.967611974214059645e-01,1.198206369851228803e-01,5.806171015794834439e-02,4.120590213913099542e-01,2.210738497542328318e-01,1.501488571902554470e-01,9.141026589280953907e-02,5.281268289931903559e-02,4.063114060047676168e-01,2.186276381842149896e-01,1.521476635096092045e-01,1.017094269300774650e-01,7.336970413804691504e-02,4.891334670840941090e-02,3.994699318939866073e-01,2.133482408637691619e-01,1.529447059480321114e-01,1.126449023726476123e-01,8.487670290261870032e-02,6.664987120056353742e-02,4.622187860566309703e-02
2.547605026357017133e-01,3.067389121766231352e-01,1.152782432089225484e-01,2.967480851748489634e-01,1.430201831836066806e-01,1.075111999616009534e-01,3.180693825314074852e-01,1.383269132702471815e-01,1.255968892107318380e-01,9.608847125569131009e-02,3.319828427962123185e-01,1.418178534638608879e-01,1.585487217852433461e-01,1.119744865680296492e-01,8.932398298968645400e-02,3.403096455481317562e-01,1.419294947193992240e-01,1.674301258890790456e-01,1.317076501375625541e-01,9.832590773675130291e-02,5.770618826680573576e-02,3.411232847444353178e-01,1.387346616537917798e-01,1.703336332771343831e-01,1.391214077958989326e-01,1.172501845549354660e-01,6.646191642264606680e-02,3.996395551793328199e-02
2.597616980484565019e-01,3.091041392254602060e-01,1.105115351681928842e-01,3.316125156498783699e-01,1.429803078253778226e-01,7.785948866762087972e-02,3.379555005348811592e-01,1.516647844006143997e-01,1.048257451330036616e-01,7.057465227328063584e-02,3.625908776233338071e-01,1.650305256725594361e-01,1.142457958128749868e-01,9.162048285390923807e-02,6.233723110390241434e-02,3.620022401738943740e-01,1.775988393398433007e-01,1.183416697302758225e-01,1.016084359197471920e-01,7.899628286134346977e-02,5.233455267653396720e-02,3.789691088879654224e-01,1.827379671552565588e-01,1.326090188015793536e-01,1.016253840000789777e-01,8.831235078620637557e-02,6.895330258466217388e-02,4.481106506603252382e-02
2.564514190398354265e-01,3.053957411341015615e-01,1.129594726861962856e-01,3.184285125568181996e-01,1.381694710774344637e-01,9.256038903011726271e-02,3.326383117670034251e-01,1.528070855341296663e-01,1.207173376653910418e-01,8.469023586585702756e-02,3.601008607714790699e-01,1.715192994083235556e-01,1.335485069633921551e-01,1.119554408839770893e-01,8.099849578532793137e-02,3.875510754550428594e-01,1.978729829563247167e-01,1.519953395830785092e-01,1.270711624602531564e-01,9.809835599479817259e-02,6.958687454919056103e-02,3.758402044919786911e-01,2.158942503581219308e-01,1.583907624511318168e-01,1.244052436947152146e-01,1.082565005389981710e-01,8.094039109498110673e-02,5.971656439740551797e-02
2.566516398534605115e-01,2.977780874253918020e-01,1.091019451419770886e-01,2.969158503546633354e-01,1.236295485794414173e-01,8.764830047794992807e-02,3.558364762775977908e-01,1.554861596867825047e-01,9.510949932100756787e-02,7.557712831891091887e-02,3.065621661288004951e-01,1.745361948883535075e-01,1.160485896959883995e-01,1.047278229456019283e-01,7.934084300278261559e-02,3.363042479608639446e-01,1.450982887427634260e-01,1.429288111032220310e-01,1.063341534924753806e-01,8.625152846291296582e-02,6.200685639338451155e-02,3.581905199223773262e-01,1.543717966350969528e-01,1.499536878402889795e-01,1.021722125164082479e-01,1.004186372428021168e-01,7.481791360513888323e-02,5.295090480593575566e-02
2.800014403138020858e-01,3.115690388205832329e-01,1.215144540051014133e-01,3.351004333110032540e-01,1.362949855638546370e-01,8.914896807197524031e-02,3.486986750346731112e-01,1.452901116524785985e-01,9.589153832190705495e-02,8.147993025794508792e-02,3.728961489188488687e-01,1.659845224491500459e-01,1.062882846978172868e-01,8.936822039352114444e-02,7.793490597702640299e-02,3.728792387696014399e-01,1.786106108918861235e-01,1.150940229541502213e-01,9.137603126420465460e-02,8.292335944554414529e-02,7.331057300146510969e-02,3.792927797770964116e-01,1.844156398586691281e-01,1.244333568537426826e-01,9.485934642184419563e-02,8.268499965879669289e-02,7.511606246188345937e-02,6.108243569320614963e-02
2.723325356800620489e-01,3.373718605512350255e-01,1.231261906122910754e-01,2.972566234368596017e-01,1.747071233514517763e-01,1.132174165828583184e-01,2.969251483863229457e-01,2.034251830226120050e-01,1.756271068303988658e-01,1.096062880146069923e-01,2.937947731493975034e-01,2.080315959830190964e-01,2.075938885983749094e-01,1.672353644902754288e-01,1.014218953055831401e-01,3.394070329456816970e-01,1.761561406774771465e-01,2.036422878930860825e-01,1.831980876804634173e-01,1.254466794877031888e-01,6.477375008538113765e-02,4.059502886744726369e-01,1.742069066351274731e-01,2.277609555596521451e-01,1.810808756923393270e-01,1.409350177182851493e-01,9.264391555738214767e-02,5.804935323128128377e-02
2.822839003947789083e-01,3.530635878288608254e-01,1.526824960628756223e-01,4.026230325209997907e-01,2.179436875252990513e-01,1.394248553949541669e-01,4.243583591560119439e-01,2.457467469872269827e-01,1.835881566856488178e-01,9.667296385322821095e-02,4.299406494626140662e-01,2.535916097100078814e-01,1.917500278758151600e-01,1.334896289954539683e-01,6.881021790086265522e-02,4.278888532708186032e-01,2.563656986261913517e-01,1.929511128451152357e-01,1.457828973003595097e-01,1.012370556483325190e-01,5.524623638110828100e-02,4.360048413142790236e-01,2.675149798612940222e-01,2.027017319151200592e-01,1.497613884368554082e-01,1.065096288788990597e-01,8.813807603726377116e-02,5.963820112764129516e-02
2.485048838765013535e-01,2.899287627812149326e-01,9.999474299361335583e-02,3.132837531097733552e-01,1.213483084049654798e-01,6.721525057648637669e-02,3.336096064990208276e-01,1.412001446275076566e-01,8.446123201832786420e-02,5.964879428932026717e-02,3.272020073974434284e-01,1.508786196445111860e-01,9.243203142707735742e-02,7.358718883228558549e-02,5.205719946355584493e-02,3.520620692349675784e-01,1.581373211906185183e-01,1.122487346570683608e-01,8.349952658485165768e-02,6.746928366501624141e-02,4.686942495533723968e-02,3.565935251939822970e-01,1.640376763976400809e-01,1.178911368638239643e-01,9.734771440941158982e-02,7.233268028124364979e-02,6.177285849760985603e-02,4.469062197707907719e-02
2.496962525903537455e-01,2.915753072146622937e-01,9.855378548197579747e-02,3.165094761361570974e-01,1.243379222679627111e-01,6.648582928323844288e-02,3.333609868383438646e-01,1.412163093546842108e-01,8.924728469019528598e-02,5.664010723512460238e-02,3.383349406058473452e-01,1.440799110074497680e-01,9.780224170576305720e-02,7.539182350933812393e-02,5.705223887405928146e-02,3.602500061618139071e-01,1.615567233089477972e-01,1.045648038348381687e-01,8.605179312220956334e-02,7.073592003573773990e-02,5.312193936973440972e-02,3.528262739217285504e-01,1.748231492057270853e-01,1.141340746417433410e-01,8.940867525640693037e-02,8.047507074686593986e-02,6.703761965512453069e-02,4.898476897241520883e-02
2.488451128731709872e-01,2.918025856424209530e-01,1.009920025981350805e-01,3.083959249041236528e-01,1.245821467769105684e-01,7.175565297493639860e-02,3.518415311792589262e-01,1.487203652050400893e-01,9.825951142869446264e-02,6.346617290345381301e-02,3.432984576009424638e-01,1.666309897466180523e-01,1.061531472807025339e-01,9.268168116843886195e-02,7.139220282363695214e-02,3.266692022475264356e-01,1.508861832237626821e-01,1.250024323712780328e-01,9.728549100849476217e-02,1.002805490862789528e-01,8.081466067166624689e-02,3.424793994378892981e-01,1.607441586194653382e-01,1.182798605378525270e-01,1.103028927372354806e-01,9.493088631941125344e-02,9.116087139700482234e-02,6.935011106609127729e-02
2.622846179649576670e-01,3.278512201993130093e-01,1.242915160063839397e-01,3.416517830944136858e-01,1.616848040019900623e-01,8.474011582886763205e-02,3.660590068789040807e-01,1.751062343386430853e-01,1.217770728545885944e-01,7.672175162269129212e-02,3.963490833898616339e-01,2.051510207675401876e-01,1.248856743493045179e-01,9.376498671209844427e-02,5.615851535354681595e-02,4.244082662886736745e-01,2.224320113762503492e-01,1.387520221619086558e-01,1.138123381139887758e-01,6.886937046194857581e-02,4.492641434168330450e-02,4.300269519533335694e-01,2.486164531497240815e-01,1.471319798474793328e-01,1.183775626426254030e-01,9.603471649412188837e-02,6.124836126928374924e-02,4.369896382048371608e-02
