2.407149680005826187e-01,2.818553267134915608e-01,1.004588821927190206e-01,3.076747477677398424e-01,1.225114399774766688e-01,7.461636322269808719e-02,3.203608432509790216e-01,1.391252816622549626e-01,9.262545737888716602e-02,6.542621673376895763e-02,3.523156610769975217e-01,1.577093452584024946e-01,1.081068164490029543e-01,8.050581998429062747e-02,5.788158724484691875e-02,3.424197907807365882e-01,1.740954084228751586e-01,1.179564714264127873e-01,9.302833012239365706e-02,7.376221603154627104e-02,5.397579017821684672e-02
2.319828130605348371e-01,2.724392964077121393e-01,8.895201823768407456e-02,2.992123435343201354e-01,1.134093506688116232e-01,5.941687085704450144e-02,3.019517268324014569e-01,1.199483648385508000e-01,7.411913626919400255e-02,5.922704667644774351e-02,3.342187546969759837e-01,1.423983041737758581e-01,9.286436547311682776e-02,7.041477642168454676e-02,5.332672140341637029e-02,3.261776165247553538e-01,1.497927179497331729e-01,1.058996300902291104e-01,7.658771938588983252e-02,6.204577563929968009e-02,4.933249776135013864e-02
2.333022659348069072e-01,2.804558295661844780e-01,1.004733173491170611e-01,3.229466317950516197e-01,1.328315399483984971e-01,8.043826251517226245e-02,3.431263199530926733e-01,1.653498931011176676e-01,1.067779731556424833e-01,7.147349470048137976e-02,3.349718067307092539e-01,1.631113492340106053e-01,1.200557201883692970e-01,8.886262361002153498e-02,5.549216302713068372e-02,3.378924873727632283e-01,1.622964876335270534e-01,1.262670367718363718e-01,9.718457791935292134e-02,6.875516690376860807e-02,4.554097678397776156e-02
2.620195477184916188e-01,3.172156751538127151e-01,1.205891884362056271e-01,3.582221402200129745e-01,1.570848682972559585e-01,8.415328880154142321e-02,3.620954765303822653e-01,1.734250731754026220e-01,1.054112218447720017e-01,7.021326024057988890e-02,3.746522127304764971e-01,1.837832912681352515e-01,1.193131483513210356e-01,8.160331599415736326e-02,6.441449310084784718e-02,3.948475929957548924e-01,2.048737266880085450e-01,1.318351258696841277e-01,9.152324040281684114e-02,7.701927900819470485e-02,4.454522387654027277e-02
2.442227989341141658e-01,2.958353212589099890e-01,1.129352600967932496e-01,3.413775004795918111e-01,1.521262697590285706e-01,9.010664450801977865e-02,3.579083794637249460e-01,1.798214978174023648e-01,1.229774478322053499e-01,7.392863260234282252e-02,3.657495560065289197e-01,1.933430406541405133e-01,1.376848841208837548e-01,9.984341008904758230e-02,5.864431219650148575e-02,3.741781288290479401e-01,2.011931292486439093e-01,1.457167620048705203e-01,1.087639461163936311e-01,8.006675047125147437e-02,4.756073474536554047e-02
2.497041605201299197e-01,2.917928371069429816e-01,1.100405670432950123e-01,3.246133674504176336e-01,1.298191180841528347e-01,8.162305921214121907e-02,3.511413349060296119e-01,1.622412039911290127e-01,9.993091475836936299e-02,7.094989589929788509e-02,3.698065880166456765e-01,1.842395474622871843e-01,1.317397405774236308e-01,8.919154598146866730e-02,6.178408494857391686e-02,3.704104944693189516e-01,1.928052781475902144e-01,1.380652304579948475e-01,1.081126471922049803e-01,7.137784640255620539e-02,5.068454417114589411e-02
2.582359826863415697e-01,3.066455811167143053e-01,1.236774456821650298e-01,3.441073852009115530e-01,1.501631282650926769e-01,9.659617300258654948e-02,3.728853770424812031e-01,1.814053418739560164e-01,1.145066405595276116e-01,8.047718497691101758e-02,3.788358450612924755e-01,1.940958829227653337e-01,1.367583710516427631e-01,8.738911370394487899e-02,7.349785162419467111e-02,3.740929368365672469e-01,2.013989616680982309e-01,1.444224821321564156e-01,1.088372110666974979e-01,7.184502734254154255e-02,6.903362982048702468e-02
2.385106803084584559e-01,2.801291813746620285e-01,9.573676871151451384e-02,3.082948372602275500e-01,1.231450027504312622e-01,7.016916038128705180e-02,3.325324452877215786e-01,1.439823414056511375e-01,9.583523227505860720e-02,6.512642198411312811e-02,3.325802516986915980e-01,1.562375821254978758e-01,1.093018968262026575e-01,8.744783616449486319e-02,6.058744110233755392e-02,3.441742258835585599e-01,1.640503086143527134e-01,1.207196402572772581e-01,9.878321135395552732e-02,7.999401310826605160e-02,5.334630989592620970e-02
2.367644196786999056e-01,2.773435897531900118e-01,9.590311539770152161e-02,2.838061280216324089e-01,1.106006038263445956e-01,7.202271074750266067e-02,3.429313659172881223e-01,1.368955996920764029e-01,8.401923922774620634e-02,6.379659086060052164e-02,3.210295156534908600e-01,1.638272361991822967e-01,1.068748366390008253e-01,8.390750273882308097e-02,6.460625130517956560e-02,3.176105509804193483e-01,1.549641847105881487e-01,1.233295217588770698e-01,9.074211499765848232e-02,7.756714219116035702e-02,5.031438231682618806e-02
2.377013665818391019e-01,2.855110174933024880e-01,1.087800343452048485e-01,3.250646310638028447e-01,1.391187968942956543e-01,8.567442343875236732e-02,3.501426837682298232e-01,1.687166473894277374e-01,1.202851546981915792e-01,7.887504604702198774e-02,3.637677956778218036e-01,1.868818690786964165e-01,1.378858614437939445e-01,1.026096319990754818e-01,6.403871075189045137e-02,3.664104387419492292e-01,1.975497551849746403e-01,1.383682613561590669e-01,1.163324311699672625e-01,8.117141341131151044e-02,5.135956779485498919e-02
2.638978753650099707e-01,3.196828938817818377e-01,1.310434347183655479e-01,3.320423373347476392e-01,1.539725639498150389e-01,1.072169555413542696e-01,3.795925931409342424e-01,1.817655736797402222e-01,1.226681493492855907e-01,7.892215582087351577e-02,4.038617670359203604e-01,2.174228533627732274e-01,1.506339113290496579e-01,9.520807427336801243e-02,6.272263679373919765e-02,4.104938917967743683e-01,2.358737588298059629e-01,1.737865621825294971e-01,1.162261079252301932e-01,7.655962491772405620e-02,5.762457868617194140e-02
2.696127676151897079e-01,3.213171495275272127e-01,1.292774601650414634e-01,3.682933438117270697e-01,1.779181373846949743e-01,1.104007243403775512e-01,3.992081752792026594e-01,2.180315607353088825e-01,1.577258930666281256e-01,9.404792920321736194e-02,4.037227595923215118e-01,2.302298974260953424e-01,1.697939228504764253e-01,1.208784132842388032e-01,7.201708488816846443e-02,4.020242089621351989e-01,2.346954645787463212e-01,1.780114671004627003e-01,1.315362208393776045e-01,9.354125680491076622e-02,5.688818556500641749e-02
2.431785984330285255e-01,2.826037889371256773e-01,9.739819496276902466e-02,3.026104445136840182e-01,1.144610767120358696e-01,6.701476851404444823e-02,3.107556848527269211e-01,1.322903832636929677e-01,8.004349963131783541e-02,5.483441842203575639e-02,3.249204969691674161e-01,1.367375401463396256e-01,9.743484540647319447e-02,6.852396798070890804e-02,5.318891384750587537e-02,3.264426937303982479e-01,1.382878131300120383e-01,1.045934513066572313e-01,8.414254882138996749e-02,6.228570211923743771e-02,4.941742345160404087e-02
2.424325451463772985e-01,2.858277811067942431e-01,1.081651217712648327e-01,3.246451162737477580e-01,1.325492947763161344e-01,8.142324320604787946e-02,3.128894190988236734e-01,1.455927258424444815e-01,9.036279587401981062e-02,7.210759291985152641e-02,3.623839711319482570e-01,1.585966819392100324e-01,1.272679895300134201e-01,8.688792379203406913e-02,6.756306904207501352e-02,3.676682990764686410e-01,1.971777430271662301e-01,1.189388819741128145e-01,1.069312135987966067e-01,6.747576198804268455e-02,5.751703666974223444e-02
2.313496820717158564e-01,2.808418442227930689e-01,1.000489135810575941e-01,3.294216049890942855e-01,1.383083009527872054e-01,8.063038470943688363e-02,3.365089720656261330e-01,1.634437981986497368e-01,1.083597354341333530e-01,6.940929132385094402e-02,3.443719753815135953e-01,1.739745202516637668e-01,1.288875967987582472e-01,9.364008676353011151e-02,5.815321254318319560e-02,3.483964217462797164e-01,1.806999954192049784e-01,1.359759496657466926e-01,1.057318390666034530e-01,7.439564200832737839e-02,4.760507010848606668e-02
2.503039076775531724e-01,3.019480756990346459e-01,1.211702770369990217e-01,3.201472819824570659e-01,1.408660309552700884e-01,9.599590199571601812e-02,3.501650076721538052e-01,1.603644086521202605e-01,1.067291378749582742e-01,7.921611414597164169e-02,3.668040640969259525e-01,1.815470715122135537e-01,1.188106337855714817e-01,7.742663899825395768e-02,6.694479854414954467e-02,3.727098568724234728e-01,1.959568284893328238e-01,1.326079189884339371e-01,8.499025612455030076e-02,6.232183614848315484e-02,5.503273870147125379e-02
2.454704557356253425e-01,2.830125700845380621e-01,1.023994051100807212e-01,2.940569125630899672e-01,1.158463979711752273e-01,7.787954054019963213e-02,3.564916972696463571e-01,1.494319085033172512e-01,9.640308293904537029e-02,6.932269106367121292e-02,3.036026008132226561e-01,1.646617018856626757e-01,1.069278674742790702e-01,8.771470097894175366e-02,7.190595325467878662e-02,3.362824416391594906e-01,1.401693252143557111e-01,1.311598919428923204e-01,9.695714475742814309e-02,7.835005467547541402e-02,5.724785900761739793e-02
2.371474100359832471e-01,2.837969547601015274e-01,1.006167558520345978e-01,3.036687791110378454e-01,1.270637146275283846e-01,7.924176619788907139e-02,3.341397785626272765e-01,1.489340249772535818e-01,1.038907719398533269e-01,7.394221599488109975e-02,3.358742894802423939e-01,1.693105487243375951e-01,1.225403179932972736e-01,9.172250783609905977e-02,6.646280770738348387e-02,3.530316251190706578e-01,1.685273888993106262e-01,1.335643294132245751e-01,1.048695467229884548e-01,7.755716310610713538e-02,5.499668183631278850e-02
2.392073762116009861e-01,2.912546086004415002e-01,1.133220151508276263e-01,3.395533653504769211e-01,1.556915377290416513e-01,1.000245632523680678e-01,3.513953321945219033e-01,1.873095909412194060e-01,1.350408232853091972e-01,8.466692759822280756e-02,3.553759578639386629e-01,1.948436867883654722e-01,1.540012413618789822e-01,1.121443691418137489e-01,7.533744231850930673e-02,3.600750428071014531e-01,1.977951893059002042e-01,1.598061740073886960e-01,1.245250496701694604e-01,9.800036602563916288e-02,6.907169483485289807e-02
2.370639665825396425e-01,2.786365146483604782e-01,9.685384206477669344e-02,3.049202569534746332e-01,1.215591176919310068e-01,7.161472664601016558e-02,3.195122474080316355e-01,1.394472855059208649e-01,9.574931019150632883e-02,6.630005563671240165e-02,3.353416980712307094e-01,1.477314928064302202e-01,1.128652117882354838e-01,8.700492296396175607e-02,6.085438649255446586e-02,3.340237988122472523e-01,1.674348130000091472e-01,1.085696736563755010e-01,9.700510121033870115e-02,8.011071211562698080e-02,5.592178050970531000e-02
