1, 29
1, 27
1, 26
1, 227
1, 55
1, 27
1, 90
1, 29
1, 27
1, 26
1, 31
1, 215
1, 27
1, 30
1, 30
1, 28
1, 28
1, 37
1, 34
1, 26
1, 45
1, 27
1, 26
1, 28
1, 26
1, 28
1, 30
1, 27
1, 29
1, 29
1, 27
1, 31
1, 34
1, 27
1, 31
1, 27
1, 29
1, 27
1, 30
1, 29
1, 29
1, 33
1, 29
1, 26
1, 30
1, 87
1, 59
1, 31
1, 28
1, 28
1, 36
1, 36
1, 27
1, 28
1, 28
1, 28
1, 28
1, 31
1, 38
1, 35
1, 29
1, 42
1, 30
1, 30
1, 25
1, 30
1, 29
1, 28
1, 31
1, 29
1, 30
1, 31
1, 28
1, 29
1, 31
1, 29
1, 28
1, 32
1, 91
1, 32
1, 28
1, 254
1, 29
1, 28
1, 28
1, 27
1, 28
1, 31
1, 226
1, 28
1, 26
1, 33
1, 35
1, 27
1, 27
1, 27
1, 27
1, 28
1, 31
1, 29
2, 478
3, 247
4, 489
5, 1000
6, 432
2, 45
3, 212
4, 215
5, 814
6, 1000
2, 57
3, 842
4, 548
5, 689
6, 762
2, 663
3, 744
4, 407
5, 291
6, 312
2, 228
3, 217
4, 698
5, 1000
6, 1000
2, 49
3, 85
4, 484
5, 237
6, 504
2, 66
3, 172
4, 299
5, 1000
6, 547
2, 146
3, 145
4, 672
5, 1000
6, 1000
2, 45
3, 145
4, 282
5, 1000
6, 235
2, 147
3, 895
4, 516
5, 479
6, 1000
2, 110
3, 171
4, 188
5, 132
6, 250
2, 372
3, 232
4, 704
5, 399
6, 216
2, 79
3, 140
4, 333
5, 455
6, 191
2, 57
3, 87
4, 339
5, 204
6, 347
2, 159
3, 546
4, 1000
5, 131
6, 922
2, 148
3, 257
4, 270
5, 1000
6, 1000
2, 77
3, 93
4, 128
5, 318
6, 258
2, 204
3, 865
4, 653
5, 780
6, 1000
2, 539
3, 393
4, 1000
5, 1000
6, 1000
2, 60
3, 200
4, 98
5, 426
6, 323
2, 633
3, 796
4, 437
5, 1000
6, 1000
2, 60
3, 159
4, 1000
5, 784
6, 1000
2, 62
3, 336
4, 324
5, 203
6, 963
2, 51
3, 123
4, 134
5, 218
6, 577
2, 99
3, 114
4, 176
5, 167
6, 238
2, 71
3, 294
4, 95
5, 564
6, 624
2, 78
3, 123
4, 269
5, 1000
6, 917
2, 45
3, 772
4, 598
5, 266
6, 380
2, 41
3, 65
4, 132
5, 112
6, 184
2, 43
3, 69
4, 98
5, 130
6, 187
2, 91
3, 81
4, 156
5, 846
6, 522
2, 47
3, 219
4, 130
5, 244
6, 318
2, 99
3, 1000
4, 651
5, 569
6, 436
2, 67
3, 953
4, 390
5, 1000
6, 1000
2, 52
3, 174
4, 97
5, 396
6, 388
2, 51
3, 93
4, 1000
5, 1000
6, 767
2, 50
3, 70
4, 548
5, 226
6, 283
2, 199
3, 235
4, 268
5, 130
6, 171
2, 44
3, 119
4, 154
5, 151
6, 395
2, 873
3, 282
4, 1000
5, 1000
6, 1000
2, 67
3, 57
4, 98
5, 412
6, 343
2, 49
3, 134
4, 91
5, 134
6, 137
2, 45
3, 752
4, 527
5, 217
6, 1000
2, 55
3, 373
4, 387
5, 1000
6, 312
2, 61
3, 75
4, 95
5, 106
6, 120
2, 71
3, 736
4, 107
5, 483
6, 227
2, 561
3, 668
4, 697
5, 1000
6, 1000
2, 357
3, 532
4, 1000
5, 1000
6, 883
2, 47
3, 138
4, 188
5, 263
6, 624
2, 51
3, 85
4, 153
5, 230
6, 140
2, 227
3, 140
4, 337
5, 471
6, 459
2, 138
3, 909
4, 1000
5, 684
6, 1000
2, 62
3, 189
4, 245
5, 354
6, 310
2, 55
3, 172
4, 268
5, 595
6, 1000
2, 119
3, 916
4, 1000
5, 1000
6, 693
2, 100
3, 215
4, 159
5, 269
6, 366
2, 48
3, 168
4, 965
5, 1000
6, 340
2, 51
3, 313
4, 982
5, 989
6, 915
2, 346
3, 284
4, 597
5, 1000
6, 1000
2, 263
3, 768
4, 614
5, 645
6, 1000
2, 47
3, 80
4, 115
5, 202
6, 307
2, 241
3, 1000
4, 950
5, 603
6, 1000
2, 41
3, 166
4, 213
5, 304
6, 196
2, 112
3, 154
4, 117
5, 163
6, 362
