9.500662557252648188e-01,9.480588511629738369e-01,9.474151034523177195e-01,9.454647681144935367e-01,9.462401324450521178e-01,9.503099726463922758e-01
9.608536289007140185e-01,9.570080485605551024e-01,9.583832346745874142e-01,9.528168886538896931e-01,9.527170143139527259e-01,9.564283614951875068e-01
9.592452913296103389e-01,9.534771563714792286e-01,9.579323195927140766e-01,9.600600384978530411e-01,9.569003720767559340e-01,9.613930181624805726e-01
9.395491132973331494e-01,9.578364444374085629e-01,9.667930295539390873e-01,9.738489991723138228e-01,9.784146840267194944e-01,9.803942247170721602e-01
9.460676230060868219e-01,9.460483948345130845e-01,9.473137286632717924e-01,9.469255978752549874e-01,9.468542441593303938e-01,9.462462268367246576e-01
9.460357830158625525e-01,9.443030958226132920e-01,9.424420496410959025e-01,9.345152828543367152e-01,9.389981807744135489e-01,9.308039423539136159e-01
9.295391175586911192e-01,9.246891866461276477e-01,9.270909955468965569e-01,9.251177120441075319e-01,9.249543426419651881e-01,9.277246523441204928e-01
9.490160269990542963e-01,9.446882292136687953e-01,9.502611704102781331e-01,9.527681557219880304e-01,9.478459985386319397e-01,9.408192974462030733e-01
9.522722105160963402e-01,9.531737594626772392e-01,9.548460489473816759e-01,9.461721586137310513e-01,9.430445530566975432e-01,9.502204796706889001e-01
9.467278413232715906e-01,9.421130389401333183e-01,9.452531498792329234e-01,9.469178285219662650e-01,9.468807386704838347e-01,9.470995160401660673e-01
9.292030813742788720e-01,9.476023071507063689e-01,9.616505662602935489e-01,9.672090712602684492e-01,9.728635984110551860e-01,9.765038052395875745e-01
9.353053758720963895e-01,9.545862461353197270e-01,9.651756915240649048e-01,9.740447107991361264e-01,9.802627884093900734e-01,9.848358304157028842e-01
9.546639312905357277e-01,9.521699093085449483e-01,9.474500678453406932e-01,9.479874256432092583e-01,9.520268566593056425e-01,9.527363092598649663e-01
9.566997715466734054e-01,9.691786025178472652e-01,9.750428807953623878e-01,9.823410731379302874e-01,9.856259562300375698e-01,9.873361502459638839e-01
9.548747675121822542e-01,9.560156582893610810e-01,9.568019550424426978e-01,9.548130908293225305e-01,9.600120392178593809e-01,9.589598067246029034e-01
9.411640886936505357e-01,9.352740640088199608e-01,9.401413169387445867e-01,9.391282809864486270e-01,9.415999741735493478e-01,9.366403913962535466e-01
9.489018331237430992e-01,9.462771750952455596e-01,9.469600870459189412e-01,9.495383558560540616e-01,9.459620023346030360e-01,9.504013513889968401e-01
9.527273228738880606e-01,9.546467877852145012e-01,9.533649408407478543e-01,9.541041168923463101e-01,9.535792718037982008e-01,9.594485133705151769e-01
9.432844089089101880e-01,9.430760725913307496e-01,9.429643369976563605e-01,9.460758786985482560e-01,9.425931923761811104e-01,9.426209501564064563e-01
9.524499135125671367e-01,9.472038233875361701e-01,9.453942342763472784e-01,9.488502767674041882e-01,9.387473166725552876e-01,9.477089332806879485e-01
9.561460398197144661e-01,9.559746173262954061e-01,9.573395123767594050e-01,9.582246244517053091e-01,9.574768062462839513e-01,9.582139538946317092e-01
9.559228597971329844e-01,9.573500093448528148e-01,9.522346517798291332e-01,9.499439955438858663e-01,9.523435214166572349e-01,9.565357378592252990e-01
9.431681706332731840e-01,9.418660428429513898e-01,9.466841254269049433e-01,9.370714317511902314e-01,9.388637049453636418e-01,9.368084723595099250e-01
9.593106111840015160e-01,9.570303372941849629e-01,9.594249803544691035e-01,9.593010878926604423e-01,9.618016253074175292e-01,9.554797624045402449e-01
9.379128615181042683e-01,9.535549211590326202e-01,9.623645108233377377e-01,9.663884125896403665e-01,9.700809659189592038e-01,9.734074996499061383e-01
9.589351397660443865e-01,9.544720221927506243e-01,9.534576861036658801e-01,9.474011480789242823e-01,9.500603751039177203e-01,9.446009401727032406e-01
9.321274820984787324e-01,9.305836766874996391e-01,9.297893660011165018e-01,9.283009090033618183e-01,9.204742393014694324e-01,9.289240896530662761e-01
9.465557725074680295e-01,9.436396133780207141e-01,9.419063618158876050e-01,9.439278009497690247e-01,9.437958973603901569e-01,9.418516576352916614e-01
9.628222961723402751e-01,9.613909875649083725e-01,9.531448210535090615e-01,9.498285842261054990e-01,9.426627126747951779e-01,9.431327824012145644e-01
9.586670428986772130e-01,9.571257755527147193e-01,9.530758192291842734e-01,9.552699929314153460e-01,9.594068150503688441e-01,9.532190358686697396e-01
9.487430907136968905e-01,9.451202482108367331e-01,9.442851982162717706e-01,9.454995936232007958e-01,9.426506546184536539e-01,9.417196906431921644e-01
9.564505949817849739e-01,9.531325379852227941e-01,9.537569165073563893e-01,9.427296435123971863e-01,9.450154902697829318e-01,9.498190994675829169e-01
9.380797328755047237e-01,9.383370828148951404e-01,9.355279455102409880e-01,9.359965907026888132e-01,9.377076601135673206e-01,9.394344179614568802e-01
9.432723423862140466e-01,9.406211524428786941e-01,9.406474623760792131e-01,9.411941125112855966e-01,9.470046188721059632e-01,9.423492784525221433e-01
9.627796806936381735e-01,9.614323989866198072e-01,9.586076639392244747e-01,9.520743244277178885e-01,9.489642023985046526e-01,9.507798402076457212e-01
9.571160946273651327e-01,9.597332696854059542e-01,9.536289147829811741e-01,9.543603504613414890e-01,9.586224080316776419e-01,9.584887070721503921e-01
9.539348022296172402e-01,9.520918723286869723e-01,9.484499522201186306e-01,9.465660804019280228e-01,9.509933407591835142e-01,9.443807977737711523e-01
9.610991175105444428e-01,9.583724346879783917e-01,9.556533031118918942e-01,9.603670590296776721e-01,9.621529815023930343e-01,9.618667137087554275e-01
9.717273597842163158e-01,9.721300916752370069e-01,9.665715711465515669e-01,9.644114558984520080e-01,9.612111262180610405e-01,9.623941453687978598e-01
9.464019622737008808e-01,9.453547939870533545e-01,9.501074668065866424e-01,9.452306728920851775e-01,9.471499991768319582e-01,9.492234664806957767e-01
9.622286137599472822e-01,9.628487863177509487e-01,9.543151947649423095e-01,9.577944936117244179e-01,9.543773862590917423e-01,9.481983118181326331e-01
9.251523226613096451e-01,9.434377723226871071e-01,9.537329016392451786e-01,9.606836922900316988e-01,9.668966268662472219e-01,9.717907320327205944e-01
9.584583477666061002e-01,9.590693873161556526e-01,9.543544953155106425e-01,9.553795488678215042e-01,9.613319279200127632e-01,9.552489685393449337e-01
9.512932635120190383e-01,9.515918443307173069e-01,9.478926729159565800e-01,9.507746870551809781e-01,9.444527948866402456e-01,9.464586613782832725e-01
