2.312133494719121329e-01,2.342756990134960693e-01,8.712882257363641081e-02,2.467154775208064976e-01,1.243611083270444589e-01,5.032648077444647899e-02,2.441301892610981683e-01,1.422044762902127113e-01,7.191707877172118235e-02,3.311522047736354529e-02,2.490454000707795490e-01,1.204689491598101569e-01,8.435381134025379812e-02,5.328269065801227722e-02,3.043858553804582728e-02,2.490735094467086130e-01,1.165202312417146363e-01,6.854517260868550621e-02,2.828397952413619007e-02,2.655201252403571743e-02,-8.326975950566157386e-03
2.300699452685094903e-01,2.317702566966051425e-01,1.134584431000139476e-01,2.357061129095109064e-01,1.330841766401493487e-01,8.162373993979622766e-02,2.420165797172503519e-01,1.511079809518282580e-01,1.129274319317641884e-01,6.009086600363799241e-02,2.470543931410834337e-01,1.375773050917777351e-01,1.053695578593070309e-01,7.270787863195371514e-02,5.414209816787979995e-02,2.399864323462875815e-01,1.263529449706037588e-01,1.120690528724069546e-01,8.943353239453187553e-02,6.526471447626844280e-02,5.032083243648052123e-02
2.302199904009500642e-01,2.337777140817662580e-01,1.182190462270856918e-01,2.303958218215068909e-01,9.817952173788575820e-02,8.276637060066703577e-02,2.373752655157349567e-01,1.206678540703271379e-01,7.388254965170570898e-02,6.003790318389292530e-02,2.523047995108237962e-01,8.282078415220782419e-02,4.174292318760957493e-02,5.059505424771551518e-02,9.444156605073067423e-02,2.469977496167308217e-01,1.125934140778134668e-01,5.197566386417971224e-02,4.687311354920135203e-02,7.078713785682605453e-02,8.498179481005670166e-02
2.546978069691757662e-01,2.981325808917540399e-01,1.223462297482090372e-01,3.315670859210018695e-01,1.539637574815794496e-01,8.565660747639820827e-02,3.481295520560838685e-01,1.794437027769281712e-01,1.136100462119118970e-01,7.077166941611440221e-02,3.605508927701403521e-01,1.962884944915617436e-01,1.398773726561766961e-01,8.522972148881749477e-02,6.767660191255155111e-02,3.630995958246452937e-01,2.169289104245958610e-01,1.572253772814208861e-01,1.079346533062571223e-01,8.256567646440816921e-02,5.583935800739028843e-02
2.337617196077400594e-01,2.410428908338481668e-01,1.072713455253253567e-01,2.583011153783449920e-01,1.140569336207639395e-01,7.633501176103824060e-02,2.426426981311882447e-01,1.225006115484923858e-01,6.445818897101619760e-02,4.259988074054360530e-02,2.426768144464542531e-01,8.572679920560274947e-02,4.035457793426792256e-02,5.768596369329978546e-02,5.484700095727797209e-02,2.440701311718023458e-01,9.285445812332403237e-02,2.928159995488453446e-02,3.233930064478509475e-02,3.220602963592798101e-02,1.860068378190361804e-02
2.300970256330529540e-01,2.293133837928511554e-01,1.105382533285614866e-01,2.561751972586712167e-01,1.498878093300218262e-01,1.024177988534431816e-01,2.558811159813631497e-01,1.452347259133345281e-01,1.356587426700891497e-01,7.151726978480117680e-02,2.569376348912120744e-01,1.633990664222486067e-01,1.284066235607028150e-01,1.232961480603534804e-01,7.160905409185280845e-02,2.551839484923834611e-01,1.687796159920166017e-01,1.345833812532760132e-01,1.232599929752850737e-01,1.105577027384680167e-01,6.297475609494963822e-02
2.358555846883759743e-01,2.413728795163834484e-01,1.142194963764501525e-01,2.452133637385185139e-01,1.494591320530474221e-01,7.358196836217693881e-02,2.538347689715971245e-01,1.598399762746525454e-01,1.041238149122373641e-01,5.244194969286002789e-02,2.583810340227072899e-01,1.346887563798485898e-01,1.129193718722373424e-01,7.223053846257046495e-02,3.879367404975522793e-02,2.601113236674671425e-01,1.506277287040597712e-01,1.062407126589565431e-01,6.364397727767076574e-02,7.737426018188418853e-02,2.798433461594126981e-02
2.310054761065049589e-01,2.331206514643509031e-01,1.095589430114654733e-01,2.314599570373736814e-01,1.583192526594370819e-01,7.097075457298337997e-02,2.285038310364618241e-01,1.734201354950026253e-01,9.607798232402477157e-02,5.332205864487175873e-02,2.398269008939565294e-01,1.024951248006310545e-01,1.357341118497907562e-01,1.757491769547834398e-02,7.516250353567013875e-02,2.398565771410056946e-01,1.010481541969087543e-01,9.806711702749962289e-02,7.297510433930116946e-02,2.869841411502535578e-02,5.106904073006553885e-02
2.300494678124584413e-01,2.369097258429873898e-01,1.114888859589918679e-01,2.356054450338306017e-01,1.526693774948562898e-01,7.347251698013432253e-02,2.405141232636329174e-01,1.531335721780132109e-01,1.180524287856504900e-01,5.855462945767257732e-02,2.488818777165568985e-01,1.288906397985292440e-01,1.053771179954803988e-01,8.206377814683638028e-02,4.930175910255160665e-02,2.213735644914073541e-01,1.253382188875438452e-01,1.050542148714899982e-01,6.941312078799051488e-02,9.246165720340639160e-02,4.310891183864531961e-02
2.454451085895852369e-01,2.442441004638037649e-01,1.113713940037721201e-01,2.381660046240110518e-01,8.786987455329825503e-02,6.108115796788269464e-02,2.381973961160887276e-01,9.941021503931009307e-02,7.147695570986732638e-02,4.681547350291501847e-02,2.378738153012511791e-01,1.055886960462620039e-01,8.330064557781470536e-02,3.798895858143263443e-02,5.816668488373506057e-02,2.404837307377029609e-01,1.160248515970870864e-01,7.563932400168578429e-02,3.240721313116005226e-02,3.622892172066084077e-02,3.708680647002778052e-02
