1, 56
1, 92
1, 319
1, 61
1, 60
1, 68
1, 61
1, 84
1, 49
1, 81
1, 288
1, 60
1, 64
1, 56
1, 56
1, 44
1, 224
1, 332
1, 313
1, 104
1, 72
1, 129
1, 215
1, 52
1, 190
1, 319
1, 276
1, 291
1, 231
1, 96
1, 343
1, 283
1, 60
1, 80
1, 92
1, 56
1, 72
1, 68
1, 85
1, 330
1, 52
1, 56
1, 275
1, 40
1, 283
1, 61
1, 351
1, 57
1, 56
1, 258
1, 323
1, 52
1, 548
1, 307
1, 243
1, 387
1, 48
1, 56
1, 64
1, 52
1, 348
1, 360
1, 77
1, 296
1, 101
1, 244
1, 234
1, 64
1, 300
1, 69
1, 101
1, 251
1, 279
1, 182
1, 52
1, 291
1, 367
1, 97
1, 64
1, 60
1, 204
1, 57
1, 73
1, 77
1, 292
1, 252
1, 60
1, 56
1, 72
1, 183
1, 266
1, 132
1, 279
1, 250
1, 93
1, 336
1, 248
1, 155
1, 335
1, 60
2, 251
3, 908
4, 1655
5, 397
6, 1482
2, 558
3, 617
4, 1021
5, 1704
6, 1046
2, 211
3, 839
4, 439
5, 562
6, 883
2, 239
3, 281
4, 371
5, 987
6, 477
2, 145
3, 1165
4, 661
5, 517
6, 729
2, 251
3, 369
4, 681
5, 959
6, 655
2, 139
3, 748
4, 1632
5, 1106
6, 463
2, 455
3, 643
4, 1644
5, 1284
6, 683
2, 504
3, 1116
4, 611
5, 1986
6, 1174
2, 563
3, 273
4, 391
5, 601
6, 533
2, 677
3, 380
4, 311
5, 421
6, 767
2, 181
3, 683
4, 261
5, 816
6, 1314
2, 317
3, 911
4, 461
5, 2076
6, 659
2, 654
3, 281
4, 481
5, 722
6, 1370
2, 169
3, 313
4, 571
5, 622
6, 1272
2, 437
3, 273
4, 441
5, 1416
6, 1751
2, 163
3, 355
4, 619
5, 421
6, 1074
2, 265
3, 1150
4, 291
5, 924
6, 892
2, 671
3, 433
4, 1112
5, 1152
6, 701
2, 569
3, 337
4, 331
5, 1079
6, 1325
2, 292
3, 804
4, 301
5, 372
6, 963
2, 151
3, 329
4, 611
5, 637
6, 1104
2, 580
3, 553
4, 291
5, 505
6, 1424
2, 924
3, 506
4, 492
5, 481
6, 1608
2, 235
3, 249
4, 2065
5, 1392
6, 1034
2, 418
