2.362908949940319137e-01,2.728274185771565885e-01,1.009501847344631970e-01,2.996439458573078585e-01,1.161460366327185106e-01,7.550015843267904314e-02,3.347930849032338396e-01,1.435711949854230618e-01,8.966891192187183279e-02,6.516712808861604977e-02
2.123663184498705281e-01,2.510087379990684764e-01,7.997128761842277334e-02,2.779703909318575472e-01,9.997535837648538481e-02,5.738328851333199948e-02,3.024332394479361530e-01,1.220678558706839167e-01,7.565205106921391032e-02,5.152651953836383247e-02
2.100325908731817404e-01,2.500807615079895241e-01,8.038622000404389845e-02,2.792168210720678556e-01,1.025990754737672456e-01,6.050330225536593165e-02,3.113090121120620779e-01,1.354759248746071065e-01,8.959230457082177634e-02,5.778332258701369961e-02
2.258681811470018008e-01,2.670104818705920091e-01,9.560528612218639755e-02,2.873588023754163889e-01,1.081752286994859258e-01,7.294974447458432709e-02,3.003967584236511557e-01,1.229741564135687359e-01,7.766778256742974673e-02,6.440718909761219968e-02
2.196068531438962745e-01,2.554700258421751524e-01,7.926728951113402866e-02,2.785440196490825415e-01,9.792727293848293990e-02,5.242881917148965731e-02,2.983077416739082222e-01,1.141409136333103175e-01,6.650309535426648933e-02,4.556646988530031056e-02
2.217271060358929902e-01,2.640379101834441355e-01,9.452260264432850445e-02,2.974606262722748196e-01,1.212614373773415188e-01,7.928790730305286527e-02,3.197317627950593821e-01,1.534734153374576193e-01,1.085625184787269715e-01,7.415757303744564821e-02
2.133781221895929281e-01,2.561335550751566714e-01,8.708575347111696674e-02,2.911836740261624645e-01,1.143391159868052814e-01,7.077766368330323798e-02,3.084434723653803889e-01,1.413124451797346526e-01,9.662920134923468074e-02,6.419534741136619094e-02
2.247841116006948359e-01,2.667507378306755439e-01,9.750790469878754807e-02,2.969812947343754561e-01,1.197977979599912091e-01,7.625367401734699235e-02,3.290085621267636595e-01,1.487938143944102232e-01,9.895384264249329487e-02,6.732305705588184641e-02
2.147558084669769218e-01,2.540832767793583247e-01,8.492121240688980943e-02,2.807043558177790832e-01,1.044906099863979337e-01,6.412624128190481942e-02,3.081598829682227203e-01,1.267753172340279622e-01,8.069503121939539114e-02,5.672310821227773137e-02
2.353641818144682485e-01,2.758737235578153091e-01,1.051316946906567240e-01,2.884940227626616172e-01,1.131416561545126459e-01,7.964583296039404181e-02,3.042316016276389590e-01,1.208353095022856039e-01,8.106667722792099129e-02,6.556288776330164436e-02
2.495225651767668251e-01,2.840991500772285794e-01,1.031117691782370838e-01,3.034099875549002290e-01,1.133005216025869399e-01,7.198498641771959583e-02,3.195841937519237619e-01,1.279518693558922837e-01,7.626763501350557195e-02,5.935895797775170291e-02
2.313800272437234462e-01,2.674458295595567581e-01,9.656635585595015059e-02,2.880469937488174259e-01,1.077836704380200766e-01,7.350901395070770505e-02,3.046498725356224235e-01,1.251610412979836107e-01,7.769202712460139548e-02,6.391689510274678465e-02
2.112161258493102933e-01,2.559846998792327799e-01,8.556178979594145084e-02,2.886792254676107117e-01,1.114717900771232950e-01,7.003057678157226240e-02,3.458346577908379404e-01,1.709868077493224003e-01,1.202750187399764942e-01,6.099489880477975551e-02
2.290232191336409873e-01,2.607730087936443453e-01,9.306495583632727608e-02,2.845105273310964966e-01,1.069566701945604964e-01,6.926170357741566475e-02,3.121216000543619584e-01,1.259229473056507342e-01,8.034439322177762410e-02,6.151510434819225381e-02
2.037082457101949684e-01,2.462227460869945705e-01,7.706941032038176764e-02,2.797307711790322782e-01,1.017827314626837260e-01,5.892966052065784499e-02,3.014329658314273130e-01,1.315980208447450894e-01,8.494899812848438758e-02,5.435089347749594291e-02
2.096599003472470468e-01,2.591753192931588456e-01,8.767812506424069174e-02,3.593467645543207967e-01,1.614775618611770380e-01,9.897262647020750592e-02,3.431884187659825503e-01,1.682133828777330198e-01,1.168760141896314636e-01,5.605418484957320341e-02
2.202926387790370144e-01,2.601176037814452169e-01,9.313654582877310684e-02,2.893671672528895789e-01,1.126640149794004980e-01,7.245991648695732090e-02,3.011594154371348697e-01,1.299387599750806699e-01,8.694161521151688721e-02,6.677945374342579565e-02
2.190210985706657898e-01,2.603208616508433937e-01,8.764727628472020193e-02,2.884268917152595368e-01,1.097456600831028389e-01,6.885673746418030650e-02,3.008587236022703948e-01,1.277544845553404973e-01,8.493247383511899617e-02,6.424994869272475373e-02
2.059028590571594097e-01,2.473849970704191936e-01,7.647477133532593063e-02,2.790419127562767665e-01,9.996613550702265760e-02,5.697150192616232817e-02,3.074182487058211843e-01,1.325530389390523200e-01,8.533228107187855460e-02,5.555228750964702478e-02
2.209117773595100087e-01,2.577059962028188655e-01,8.494505234118138182e-02,2.880840357245175176e-01,1.074644903512982086e-01,6.093085234281181428e-02,3.189979526931827625e-01,1.326872358822856202e-01,8.554345361204543363e-02,5.468632738864386694e-02
2.206067740376215780e-01,2.656124057482806555e-01,9.887479266130225208e-02,2.941888028447205428e-01,1.193967320896351936e-01,8.459404491843378060e-02,3.390554760718929028e-01,1.642331176628673006e-01,1.164062026677271794e-01,8.075064983754545733e-02
2.058313888872127795e-01,2.475152737904398326e-01,7.892956450340152252e-02,2.785250850094969644e-01,1.036452181499552816e-01,6.105154423905120864e-02,3.084281510749705690e-01,1.345119809265151456e-01,9.054490098695032463e-02,5.628186357244312904e-02
2.139579542080307095e-01,2.584310704526468494e-01,8.910559162603390315e-02,2.874247689358078173e-01,1.080537684724585529e-01,6.781696450743508742e-02,3.556279475596709205e-01,1.662320023314592943e-01,1.114166342077470284e-01,6.272535746349369723e-02
2.187513449347162908e-01,2.641594768521934311e-01,9.323994176737906980e-02,3.038459581083450267e-01,1.240950785830051278e-01,7.679811837590638790e-02,3.200384780203704427e-01,1.509868191193067810e-01,1.035103904912882539e-01,6.578774935957570902e-02
2.243193150686350612e-01,2.603509107627148267e-01,8.612806477110745984e-02,2.819644791269277362e-01,9.931594997417081405e-02,5.986016185401546452e-02,2.951145903621658073e-01,1.151835021596640390e-01,6.774448352638240411e-02,5.145430706399038018e-02
2.113662993183746397e-01,2.538613023900357923e-01,8.521784744670753142e-02,2.870606966121163062e-01,1.101284566383341768e-01,6.761180250000965730e-02,3.119669423910755301e-01,1.416029371573553630e-01,9.537597176201904892e-02,6.225651793975717913e-02
2.374946584752555823e-01,2.798469551883120965e-01,1.096149470619421362e-01,2.905345319225560163e-01,1.155151391761869289e-01,8.349449323346729013e-02,3.141954826085598396e-01,1.282884104788398205e-01,8.634845984112810013e-02,7.200121751827708028e-02
2.107375017272677120e-01,2.484292401354606383e-01,7.636031445500229831e-02,2.746372695151648169e-01,9.723481519048313149e-02,5.291565988658636366e-02,2.989089976346026023e-01,1.158593274707427068e-01,7.151596886842183365e-02,4.794683110648183949e-02
2.152381618701643129e-01,2.596176057751479194e-01,8.848255131054005851e-02,3.056074999139273274e-01,1.159807441694084423e-01,6.899901070373695711e-02,3.563319437289076408e-01,1.749758857097543086e-01,1.158119378227546459e-01,5.914790229345724681e-02
2.071956069362197173e-01,2.512018571465005068e-01,8.203636467691911849e-02,2.924123561054421949e-01,1.120967762709069449e-01,6.668401640556603782e-02,3.151554588285105374e-01,1.490725725124709133e-01,9.991201490993507905e-02,5.946365711249464170e-02
