9.577236517926219772e-01,9.691146876249276954e-01,9.748655919871233033e-01,9.786779346490150910e-01
9.716780031644713933e-01,9.798171422263654007e-01,9.835839897178202396e-01,9.861018388262583478e-01
9.704287536949960380e-01,9.786800333400521579e-01,9.826098589886913537e-01,9.854412846730700171e-01
9.605548522227027597e-01,9.710478565573733567e-01,9.758817412257254631e-01,9.788265365115299543e-01
9.721590527273108462e-01,9.805096474057181100e-01,9.839499396454440827e-01,9.860941923363737427e-01
9.602141051485205692e-01,9.707859832117677890e-01,9.766440624550255523e-01,9.812231588195726717e-01
9.663638042213851254e-01,9.757931834091984058e-01,9.806226991659667824e-01,9.843025228127731951e-01
9.625752403659475487e-01,9.734132586181629687e-01,9.788350080859369307e-01,9.825778375194827996e-01
9.669288282180713567e-01,9.757906453059654872e-01,9.800699421747657292e-01,9.829377729674664277e-01
9.571521342782153274e-01,9.693067772864003562e-01,9.746792345608252806e-01,9.776151603153172553e-01
9.577202055549359772e-01,9.704574256440553492e-01,9.761832075216684279e-01,9.795884418619913436e-01
9.600254900261033786e-01,9.708283929016974234e-01,9.762111465865158655e-01,9.796456366898446122e-01
9.673247540621002782e-01,9.763318220769379163e-01,9.808768698655037088e-01,9.842868706217212660e-01
9.618782177767428720e-01,9.719364843102836771e-01,9.769360971093459245e-01,9.802463526188972542e-01
9.753133563184055443e-01,9.830433853795952359e-01,9.866538571844172267e-01,9.892395313167321458e-01
9.661235593869068605e-01,9.748421459783425114e-01,9.792436964248546483e-01,9.827210391821452617e-01
9.637587716215505473e-01,9.738269069457714533e-01,9.788679700109248483e-01,9.824968811809351443e-01
9.617310326947832166e-01,9.714354571123271498e-01,9.763185260691193967e-01,9.800007551395243377e-01
9.722829951396729786e-01,9.798780458265914373e-01,9.832516049619652865e-01,9.857872046259604781e-01
9.701574951897644628e-01,9.792231081113810243e-01,9.834963152323561442e-01,9.864842318806349430e-01
9.593096504299231109e-01,9.702823719490184518e-01,9.761638499113958201e-01,9.804782918026806460e-01
9.720914303886097896e-01,9.802870195472090931e-01,9.842056651152129021e-01,9.871145425028733378e-01
9.697755222458209756e-01,9.788569976164378517e-01,9.830612979505748417e-01,9.859972231783064034e-01
9.619474382781919575e-01,9.725922730666366478e-01,9.781153085931764135e-01,9.822362113334160982e-01
9.687050245000058402e-01,9.776575375126750345e-01,9.816727869926469285e-01,9.843272566045796479e-01
9.667856254732418719e-01,9.756512401073357266e-01,9.800461738507305620e-01,9.833026517807464950e-01
9.577253668074180437e-01,9.704171285931094681e-01,9.759595243482038773e-01,9.791133030235183998e-01
9.729899068058124323e-01,9.807182123245158367e-01,9.839708499871989700e-01,9.860890447603427589e-01
9.670530819853123683e-01,9.756436542170545678e-01,9.797237337030391124e-01,9.835143763749771839e-01
9.708362182432948018e-01,9.792301581128672883e-01,9.833469467477271575e-01,9.865243207333141973e-01
9.723190825183534169e-01,9.807407332826316715e-01,9.846233049872051835e-01,9.870014573930736557e-01
9.699741152891504514e-01,9.785501316186885346e-01,9.825191714563383805e-01,9.852143040569915078e-01
9.616090514359447727e-01,9.724456684410435203e-01,9.779839400403488314e-01,9.817502595821625544e-01
9.705604935335753192e-01,9.795835424600908281e-01,9.837261533834145144e-01,9.865082082088005855e-01
9.643414444932477680e-01,9.734506551905446337e-01,9.782625271541629530e-01,9.821256190850210510e-01
9.715395638171688830e-01,9.796009110986094726e-01,9.832674220014809841e-01,9.855428764293016064e-01
9.653191357421636587e-01,9.747407589920997761e-01,9.798249084705504819e-01,9.842920897607569941e-01
9.718635165155070643e-01,9.800223266861639582e-01,9.839568981447550655e-01,9.870629842465264980e-01
9.614156387577592611e-01,9.727267286533348711e-01,9.781608992870061137e-01,9.817629757058137230e-01
9.632183304412343938e-01,9.744005278707800199e-01,9.794397684784179603e-01,9.821011736195969233e-01
9.722274269138804215e-01,9.801829507162879151e-01,9.838644834635777991e-01,9.866615834514029793e-01
9.626750572044930898e-01,9.731325747666237369e-01,9.783990899026179244e-01,9.821861200135578729e-01
9.737996325135139797e-01,9.823438427638599979e-01,9.865877930471400603e-01,9.892741423197094486e-01
9.575152308394219158e-01,9.701842048563454890e-01,9.759347236291383565e-01,9.799716180634671092e-01
9.585161855337107628e-01,9.704470437605652311e-01,9.764777206743877613e-01,9.804367453877589345e-01
