1, 61
1, 52
1, 55
1, 64
1, 46
1, 54
1, 62
1, 55
1, 56
1, 54
1, 52
1, 60
1, 66
1, 51
1, 56
1, 59
1, 54
1, 64
1, 60
1, 48
1, 66
1, 58
1, 53
1, 62
1, 57
1, 56
1, 50
1, 56
1, 59
1, 63
1, 60
1, 61
1, 56
1, 62
1, 61
1, 61
1, 54
1, 59
1, 43
1, 52
1, 60
1, 51
1, 51
1, 54
1, 52
1, 69
1, 65
1, 52
1, 61
1, 62
1, 52
1, 58
1, 60
1, 50
1, 64
1, 60
1, 68
1, 64
1, 61
1, 54
1, 58
1, 59
1, 55
1, 64
1, 51
1, 63
1, 46
1, 54
1, 49
1, 59
1, 64
1, 63
1, 56
1, 61
1, 63
1, 62
1, 54
1, 59
1, 59
1, 61
1, 54
1, 57
1, 55
1, 61
1, 59
1, 61
1, 58
1, 62
1, 60
1, 61
1, 49
1, 48
1, 59
1, 58
1, 55
1, 62
1, 55
1, 59
1, 56
1, 54
2, 254
3, 302
4, 496
2, 231
3, 386
4, 506
2, 250
3, 385
4, 390
2, 243
3, 337
4, 585
2, 213
3, 370
4, 552
2, 236
3, 260
4, 321
2, 214
3, 362
4, 368
2, 214
3, 302
4, 560
2, 171
3, 374
4, 521
2, 226
3, 431
4, 558
2, 227
3, 320
4, 336
2, 229
3, 366
4, 327
2, 237
3, 301
4, 917
2, 193
3, 389
4, 360
2, 243
3, 409
4, 550
2, 253
3, 371
4, 657
2, 220
3, 300
4, 387
2, 244
3, 283
4, 587
2, 253
3, 374
4, 556
2, 208
3, 384
4, 528
2, 223
3, 253
4, 339
2, 212
3, 322
4, 542
2, 215
3, 348
4, 443
2, 225
3, 255
4, 367
2, 218
3, 340
4, 352
2, 214
3, 314
4, 404
2, 210
3, 317
4, 481
2, 227
3, 302
4, 459
2, 245
3, 328
4, 545
2, 224
3, 287
4, 451
2, 243
3, 352
4, 475
2, 220
3, 458
4, 497
2, 201
3, 295
4, 324
2, 226
3, 322
4, 529
2, 246
3, 301
4, 551
2, 305
3, 328
4, 361
2, 239
3, 275
4, 320
2, 258
3, 325
4, 452
2, 212
3, 246
4, 388
2, 221
3, 474
4, 499
2, 215
3, 480
4, 888
2, 278
3, 276
4, 533
2, 272
3, 337
4, 700
2, 283
3, 328
4, 549
2, 228
3, 258
4, 502
2, 280
3, 328
4, 469
2, 217
3, 377
4, 527
2, 242
3, 393
4, 332
2, 233
3, 295
4, 505
2, 263
3, 341
4, 405
2, 232
3, 326
4, 320
2, 241
3, 352
4, 421
2, 232
3, 291
4, 291
2, 222
3, 295
4, 390
2, 238
3, 292
4, 438
2, 232
3, 426
4, 478
2, 254
3, 313
4, 382
2, 246
3, 390
4, 411
2, 240
3, 301
4, 506
2, 231
3, 333
4, 515
2, 226
3, 326
4, 462
2, 228
3, 250
4, 347
2, 221
3, 283
4, 497
2, 246
3, 474
4, 508
2, 209
3, 296
4, 472
2, 231
3, 286
4, 425
2, 243
3, 367
4, 471
2, 246
3, 438
4, 428
2, 209
3, 340
4, 324
2, 255
3, 364
4, 498
2, 226
3, 294
4, 457
2, 251
3, 309
4, 550
2, 241
3, 339
4, 482
2, 214
3, 277
4, 391
2, 285
3, 510
4, 531
2, 223
3, 334
4, 442
2, 205
3, 318
4, 385
2, 262
3, 287
4, 532
2, 231
3, 354
4, 490
2, 221
3, 291
4, 431
2, 219
3, 323
4, 473
2, 211
3, 274
4, 584
2, 221
3, 290
4, 439
2, 260
3, 327
4, 545
2, 237
3, 317
4, 393
2, 226
3, 313
4, 491
2, 253
3, 399
4, 520
2, 203
3, 365
4, 682
2, 195
3, 434
4, 439
2, 255
3, 264
4, 418
2, 274
3, 252
4, 422
2, 209
3, 346
4, 596
2, 247
3, 343
4, 504
2, 227
3, 381
4, 464
2, 294
3, 338
4, 369
2, 242
3, 297
4, 466
2, 201
3, 273
4, 446
2, 230
3, 376
4, 526
2, 236
3, 285
4, 359
2, 232
3, 313
4, 447
